topology_id,num_peers,num_orderers,num_orgs,num_channels,num_endorsers,features,block_size,batch_timeout,workload_type,read_ratio,tx_load_tps,tx_number,worker_count,avg_latency_s,throughput_tps,success_rate,max_latency_s,min_latency_s
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,50,5000,4,2.01,0.0,1,4,0.85
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,50,5000,4,1.68,0.0,1,4,1.17
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,50,5000,4,2.26,0.0,1,6,0.74
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,50,5000,8,2.17,0.0,1,5,1.52
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,50,5000,8,1.66,0.0,1,3,0.63
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,50,5000,8,1.69,0.0,1,3,0.96
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,50,10000,2,2.51,0.0,1,4,1.08
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,50,10000,2,2.44,0.0,1,5,1.0
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,50,10000,2,2.08,0.0,1,4,1.26
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,50,10000,4,2.76,0.0,1,7,1.09
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,50,10000,4,2.08,0.0,1,6,1.38
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,50,10000,4,2.32,0.0,1,5,1.07
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,50,10000,8,2.26,0.0,1,7,0.82
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,50,10000,8,2.6,0.0,1,7,1.76
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,50,10000,8,2.79,0.0,1,6,0.85
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,100,1000,2,2.76,0.0,1,6,1.88
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,100,1000,2,2.92,0.0,1,6,1.3
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,100,1000,2,2.75,0.0,1,5,1.37
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,100,1000,4,3.02,0.0,1,7,1.58
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,100,1000,4,3.11,0.0,1,9,1.05
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,100,1000,4,2.9,0.0,1,6,1.74
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,100,1000,8,2.24,0.0,1,4,0.85
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,100,1000,8,2.25,0.0,1,4,1.37
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,100,1000,8,2.22,0.0,1,6,0.78
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,100,2000,2,2.61,0.0,1,4,0.89
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,100,2000,2,2.46,0.0,1,5,1.11
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,100,2000,2,2.71,0.0,1,7,1.21
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,100,2000,4,3.17,0.0,1,9,1.09
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,100,2000,4,2.7,0.0,1,7,1.17
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,100,2000,4,3.23,0.0,1,6,1.1
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,100,2000,8,2.33,0.0,1,7,0.91
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,100,2000,8,2.5,0.0,1,7,1.54
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,100,2000,8,2.42,0.0,1,4,1.09
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,100,5000,2,3.43,0.0,1,7,2.32
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,100,5000,2,3.26,0.0,1,6,1.83
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,100,5000,2,2.42,0.0,1,5,0.78
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,100,5000,4,2.45,0.0,1,6,1.52
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,100,5000,4,3.17,0.0,1,6,2.17
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,100,5000,4,3.15,0.0,1,8,1.45
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,100,5000,8,2.94,0.0,1,7,1.63
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,100,5000,8,3.07,0.0,1,5,1.25
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,100,5000,8,3.38,0.0,1,5,1.39
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,100,10000,2,3.46,0.0,1,9,1.69
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,100,10000,2,3.55,0.0,1,5,1.08
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,100,10000,2,3.21,0.0,1,7,1.06
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,100,10000,4,3.82,0.0,1,11,2.16
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,100,10000,4,3.79,0.0,1,10,1.47
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,100,10000,4,3.42,0.0,1,8,1.86
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,100,10000,8,4.07,0.0,1,10,1.59
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,100,10000,8,3.54,0.0,1,8,1.54
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,100,10000,8,3.47,0.0,1,9,2.26
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,150,1000,2,3.38,0.0,1,9,1.64
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,150,1000,2,3.53,0.0,1,9,1.58
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,150,1000,2,4.02,0.0,1,10,1.76
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,150,1000,4,3.9,0.0,1,6,1.55
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,150,1000,4,3.19,0.0,1,8,1.35
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,150,1000,4,4.13,0.0,1,11,1.71
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,150,1000,8,3.76,0.0,1,6,1.48
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,150,1000,8,3.96,0.0,1,8,2.17
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,150,1000,8,4.24,0.0,1,9,1.76
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,150,2000,2,4.2,0.0,1,9,2.4
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,150,2000,2,4.41,0.0,1,13,2.11
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,150,2000,2,4.35,0.0,1,11,1.98
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,150,2000,4,3.63,0.0,1,10,2.52
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,150,2000,4,3.77,0.0,1,9,1.17
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,150,2000,4,3.52,0.0,1,9,1.82
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,150,2000,8,3.83,0.0,1,11,2.39
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,150,2000,8,3.03,0.0,1,9,1.12
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,150,2000,8,3.7,0.0,1,6,1.37
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,150,5000,2,4.74,0.0,1,10,2.87
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,150,5000,2,3.67,0.0,1,7,2.43
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,150,5000,2,4.66,0.0,1,8,2.17
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,150,5000,4,4.01,0.0,1,10,2.35
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,150,5000,4,3.29,0.0,1,9,1.16
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,150,5000,4,3.58,0.0,1,9,1.56
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,150,5000,8,3.63,0.0,1,8,2.09
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,150,5000,8,3.77,0.0,1,6,1.98
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,150,5000,8,3.68,0.0,1,6,2.08
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,150,10000,2,3.8,0.0,1,11,1.86
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,150,10000,2,4.05,0.0,1,11,1.75
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,150,10000,2,3.74,0.0,1,11,1.44
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,150,10000,4,4.8,0.0,1,7,2.17
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,150,10000,4,4.41,0.0,1,12,2.11
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,150,10000,4,3.87,0.0,1,12,1.31
T0,1,1,2,1,1,basic,100,0.5,createCar,0.0,150,10000,8,3.66,0.0,1,9,2.29
T0,1,1,2,1,1,basic,100,0.5,mixed,0.5,150,10000,8,4.76,0.0,1,12,2.95
T0,1,1,2,1,1,basic,100,0.5,queryCar,1.0,150,10000,8,4.01,0.0,1,10,1.34
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,50,1000,2,1.61,0.0,1,3,0.6
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,50,1000,2,1.75,0.0,1,3,0.85
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,50,1000,2,1.87,0.0,1,5,1.18
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,50,1000,4,1.74,0.0,1,4,1.08
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,50,1000,4,1.82,0.0,1,4,0.74
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,50,1000,4,1.47,0.0,1,3,0.51
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,50,1000,8,1.81,0.0,1,3,0.55
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,50,1000,8,1.78,0.0,1,3,0.92
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,50,1000,8,1.42,0.0,1,4,0.56
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,50,2000,2,1.56,0.0,1,4,0.49
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,50,2000,2,1.42,0.0,1,2,0.59
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,50,2000,2,1.58,0.0,1,2,0.5
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,50,2000,4,1.85,0.0,1,4,1.24
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,50,2000,4,1.45,0.0,1,2,0.44
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,50,2000,4,1.9,0.0,1,5,0.68
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,50,2000,8,1.56,0.0,1,4,0.51
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,50,2000,8,1.36,0.0,1,4,0.62
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,50,2000,8,1.86,0.0,1,4,0.94
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,50,5000,2,1.93,0.0,1,5,1.11
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,50,5000,2,1.76,0.0,1,5,0.94
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,50,5000,2,2.06,0.0,1,5,0.77
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,50,5000,4,1.79,0.0,1,3,1.0
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,50,5000,4,2.28,0.0,1,4,0.69
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,50,5000,4,1.72,0.0,1,4,0.84
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,50,5000,8,1.76,0.0,1,5,0.94
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,50,5000,8,2.37,0.0,1,6,1.22
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,50,5000,8,1.87,0.0,1,4,0.8
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,50,10000,2,2.48,0.0,1,7,0.75
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,50,10000,2,2.23,0.0,1,5,0.94
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,50,10000,2,2.41,0.0,1,5,1.22
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,50,10000,4,2.45,0.0,1,5,0.8
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,50,10000,4,2.37,0.0,1,6,0.85
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,50,10000,4,2.35,0.0,1,7,1.43
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,50,10000,8,2.4,0.0,1,5,0.9
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,50,10000,8,2.07,0.0,1,6,0.81
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,50,10000,8,2.13,0.0,1,6,1.37
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,100,1000,2,2.74,0.0,1,8,1.49
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,100,1000,2,2.73,0.0,1,7,1.21
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,100,1000,2,2.57,0.0,1,6,1.32
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,100,1000,4,3.09,0.0,1,9,1.79
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,100,1000,4,2.82,0.0,1,7,1.83
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,100,1000,4,2.35,0.0,1,6,1.14
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,100,1000,8,2.31,0.0,1,5,0.98
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,100,1000,8,2.69,0.0,1,6,1.29
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,100,1000,8,2.73,0.0,1,7,1.37
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,100,2000,2,2.43,0.0,1,6,1.29
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,100,2000,2,2.31,0.0,1,5,1.46
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,100,2000,2,3.01,0.0,1,8,1.58
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,100,2000,4,2.29,0.0,1,4,1.13
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,100,2000,4,3.11,0.0,1,8,1.43
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,100,2000,4,2.97,0.0,1,6,1.15
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,100,2000,8,2.91,0.0,1,5,1.67
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,100,2000,8,2.17,0.0,1,6,1.1
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,100,2000,8,2.4,0.0,1,4,0.74
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,100,5000,2,3.5,0.0,1,7,1.11
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,100,5000,2,2.62,0.0,1,6,1.21
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,100,5000,2,3.02,0.0,1,8,1.9
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,100,5000,4,2.48,0.0,1,5,1.12
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,100,5000,4,2.5,0.0,1,7,1.12
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,100,5000,4,2.79,0.0,1,4,1.14
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,100,5000,8,3.54,0.0,1,7,2.2
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,100,5000,8,2.58,0.0,1,6,1.21
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,100,5000,8,2.54,0.0,1,6,1.56
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,100,10000,2,3.27,0.0,1,5,1.37
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,100,10000,2,3.98,0.0,1,12,1.6
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,100,10000,2,4.11,0.0,1,8,1.79
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,100,10000,4,3.9,0.0,1,11,2.55
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,100,10000,4,3.31,0.0,1,6,2.13
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,100,10000,4,3.42,0.0,1,8,1.74
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,100,10000,8,3.22,0.0,1,5,1.86
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,100,10000,8,3.16,0.0,1,9,2.1
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,100,10000,8,3.98,0.0,1,12,2.46
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,150,1000,2,3.22,0.0,1,5,2.05
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,150,1000,2,3.55,0.0,1,8,1.89
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,150,1000,2,3.78,0.0,1,8,1.69
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,150,1000,4,3.54,0.0,1,10,2.23
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,150,1000,4,3.98,0.0,1,10,1.89
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,150,1000,4,4.09,0.0,1,10,1.27
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,150,1000,8,4.01,0.0,1,7,2.4
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,150,1000,8,3.22,0.0,1,6,1.85
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,150,1000,8,2.94,0.0,1,8,0.93
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,150,2000,2,3.08,0.0,1,7,1.23
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,150,2000,2,4.43,0.0,1,13,3.03
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,150,2000,2,3.29,0.0,1,8,1.06
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,150,2000,4,3.96,0.0,1,10,2.11
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,150,2000,4,4.06,0.0,1,10,1.52
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,150,2000,4,4.31,0.0,1,9,2.82
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,150,2000,8,4.25,0.0,1,9,2.04
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,150,2000,8,3.03,0.0,1,7,1.91
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,150,2000,8,3.83,0.0,1,6,1.16
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,150,5000,2,4.56,0.0,1,7,2.93
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,150,5000,2,4.58,0.0,1,11,2.26
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,150,5000,2,3.22,0.0,1,8,1.3
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,150,5000,4,4.28,0.0,1,10,1.78
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,150,5000,4,3.27,0.0,1,6,1.44
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,150,5000,4,3.71,0.0,1,7,2.43
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,150,5000,8,4.12,0.0,1,6,1.26
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,150,5000,8,3.27,0.0,1,7,1.91
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,150,5000,8,3.78,0.0,1,6,1.87
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,150,10000,2,5.18,0.0,1,8,2.23
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,150,10000,2,4.06,0.0,1,10,1.83
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,150,10000,2,4.94,0.0,1,12,1.69
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,150,10000,4,4.16,0.0,1,6,1.92
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,150,10000,4,4.61,0.0,1,8,1.71
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,150,10000,4,5.29,0.0,1,11,3.1
T0,1,1,2,1,1,basic,100,1.0,createCar,0.0,150,10000,8,3.95,0.0,1,12,2.22
T0,1,1,2,1,1,basic,100,1.0,mixed,0.5,150,10000,8,4.12,0.0,1,8,2.1
T0,1,1,2,1,1,basic,100,1.0,queryCar,1.0,150,10000,8,4.4,0.0,1,11,1.95
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,50,1000,2,1.9,0.0,1,4,0.66
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,50,1000,2,1.82,0.0,1,4,0.85
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,50,1000,2,1.82,0.0,1,4,0.88
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,50,1000,4,1.33,0.0,1,3,0.41
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,50,1000,4,1.61,0.0,1,4,0.7
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,50,1000,4,1.41,0.0,1,3,0.5
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,50,1000,8,1.6,0.0,1,4,0.64
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,50,1000,8,1.89,0.0,1,3,0.82
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,50,1000,8,1.62,0.0,1,3,0.88
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,50,2000,2,1.48,0.0,1,3,0.87
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,50,2000,2,1.75,0.0,1,3,0.63
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,50,2000,2,1.94,0.0,1,3,1.25
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,50,2000,4,1.53,0.0,1,4,0.5
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,50,2000,4,1.56,0.0,1,3,1.03
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,50,2000,4,1.62,0.0,1,4,0.87
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,50,2000,8,1.8,0.0,1,5,1.26
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,50,2000,8,1.74,0.0,1,3,0.98
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,50,2000,8,1.52,0.0,1,4,0.49
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,50,5000,2,1.61,0.0,1,3,0.69
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,50,5000,2,2.17,0.0,1,4,0.79
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,50,5000,2,1.64,0.0,1,3,0.78
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,50,5000,4,1.97,0.0,1,6,0.92
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,50,5000,4,2.05,0.0,1,5,1.23
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,50,5000,4,1.63,0.0,1,5,0.5
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,50,5000,8,1.62,0.0,1,3,0.6
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,50,5000,8,2.2,0.0,1,5,1.45
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,50,5000,8,1.76,0.0,1,3,0.97
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,50,10000,2,2.96,0.0,1,9,1.61
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,50,10000,2,2.07,0.0,1,5,0.92
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,50,10000,2,2.72,0.0,1,6,1.88
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,50,10000,4,2.68,0.0,1,7,1.53
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,50,10000,4,2.18,0.0,1,6,0.66
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,50,10000,4,2.94,0.0,1,7,1.33
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,50,10000,8,2.55,0.0,1,5,0.82
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,50,10000,8,2.43,0.0,1,7,1.13
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,50,10000,8,2.2,0.0,1,6,1.24
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,100,1000,2,2.96,0.0,1,7,1.1
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,100,1000,2,2.35,0.0,1,6,0.88
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,100,1000,2,2.74,0.0,1,5,0.91
T0,1,1,2,1,1,basic,100,2.0,createCar,0.0,100,1000,4,2.53,0.0,1,5,0.9
T0,1,1,2,1,1,basic,100,2.0,mixed,0.5,100,1000,4,3.06,0.0,1,8,1.26
T0,1,1,2,1,1,basic,100,2.0,queryCar,1.0,100,1000,4,2.25,0.0,1,5,1.2
